公司代码 	公司简称 	A股代码	A股简称	A股上市日期	A股总股本	A股流通股本	
600582	  天地科技	  600582	  天地科技	  2002-05-15	  413858.89	  277433.61	  
600583	  海油工程	  600583	  海油工程	  2002-02-05	  442135.48	  442135.48	  
600584	  长电科技	  600584	  长电科技	  2003-06-03	  135984.40	  98457.00	  
600585	  海螺水泥	  600585	  海螺水泥	  2002-02-07	  529930.26	  529930.26	  
600586	  金晶科技	  600586	  金晶科技	  2002-08-15	  145830.21	  143350.28	  
600587	  新华医疗	  600587	  新华医疗	  2002-09-27	  40642.81	  40346.67	  
600588	  用友网络	  600588	  用友网络	  2001-05-18	  146421.78	  144103.96	  
600589	  广东榕泰	  600589	  广东榕泰	  2001-06-12	  70530.58	  62708.54	  
600590	  泰豪科技	  600590	  泰豪科技	  2002-07-03	  66696.06	  52441.40	  
600592	  龙溪股份	  600592	  龙溪股份	  2002-08-05	  39955.36	  39955.36	  
600593	  大连圣亚	  600593	  大连圣亚	  2002-07-11	  9200.00	  9200.00	  
600594	  益佰制药	  600594	  益佰制药	  2004-03-23	  79192.74	  79192.74	  
600595	  中孚实业	  600595	  中孚实业	  2002-06-26	  174154.04	  174154.04	  
600596	  新安股份	  600596	  新安股份	  2001-09-06	  70541.46	  67918.46	  
600597	  光明乳业	  600597	  光明乳业	  2002-08-28	  123063.67	  122430.20	  
600598	  北大荒	  600598	  北大荒	  2002-03-29	  177767.99	  177767.99	  
600599	  熊猫金控	  600599	  熊猫金控	  2001-08-28	  16600.00	  16600.00	  
600600	  青岛啤酒	  600600	  青岛啤酒	  1993-08-27	  135098.28	  135098.28	  
600601	  方正科技	  600601	  方正科技	  1990-12-19	  219489.12	  219489.12	  
600602	  云赛智联	  600602	  云赛智联	  1990-12-19	  136767.35	  117294.31	  
600603	  广汇物流	  600603	  广汇物流	  1992-01-13	  87887.48	  27249.87	  
600604	  市北高新	  600604	  市北高新	  1992-03-27	  187330.48	  150838.00	  
600605	  汇通能源	  600605	  汇通能源	  1992-03-27	  14734.46	  14734.46	  
600606	  绿地控股	  600606	  绿地控股	  1992-03-27	  1216815.44	  322336.83	  
600608	  *ST沪科	  600608	  *ST沪科	  1992-03-27	  32886.14	  31837.14	  
600609	  金杯汽车	  600609	  金杯汽车	  1992-07-24	  109266.71	  109266.71	  
600610	  中毅达	  600610	  中毅达	  1992-08-05	  107127.46	  73593.46	  
600611	  大众交通	  600611	  大众交通	  1992-08-07	  236412.29	  236412.29	  
600612	  老凤祥	  600612	  老凤祥	  1992-08-14	  52311.78	  52311.78	  
600613	  神奇制药	  600613	  神奇制药	  1992-08-20	  53407.16	  53407.16	  
600614	  鹏起科技	  600614	  鹏起科技	  1992-08-28	  175277.38	  153215.67	  
600615	  丰华股份	  600615	  丰华股份	  1992-09-10	  18802.05	  18762.45	  
600616	  金枫酒业	  600616	  金枫酒业	  1992-09-29	  51461.92	  51461.92	  
600617	  国新能源	  600617	  国新能源	  1992-10-13	  108466.37	  100816.37	  
600618	  氯碱化工	  600618	  氯碱化工	  1992-11-13	  115640.00	  115640.00	  
600619	  海立股份	  600619	  海立股份	  1992-11-13	  86631.07	  74474.02	  
600620	  天宸股份	  600620	  天宸股份	  1992-11-17	  68667.71	  68667.71	  
600621	  华鑫股份	  600621	  华鑫股份	  1992-12-02	  106089.93	  52408.24	  
600622	  光大嘉宝	  600622	  光大嘉宝	  1992-12-03	  88738.78	  66859.49	  
600623	  华谊集团	  600623	  华谊集团	  1992-12-04	  211743.09	  117664.59	  
600624	  复旦复华	  600624	  复旦复华	  1993-01-05	  68471.20	  68471.20	  
600626	  申达股份	  600626	  申达股份	  1993-01-07	  71024.28	  71024.28	  
600628	  新世界	  600628	  新世界	  1993-01-09	  64687.54	  53179.93	  
600629	  华建集团	  600629	  华建集团	  1993-02-09	  43220.81	  34799.98	  
600630	  龙头股份	  600630	  龙头股份	  1993-02-09	  42486.16	  42486.16	  
600633	  浙数文化	  600633	  浙数文化	  1993-03-04	  130192.40	  118828.76	  
600634	  富控互动	  600634	  富控互动	  1993-03-04	  57573.21	  57573.21	  
600635	  大众公用	  600635	  大众公用	  1993-03-04	  295243.47	  295243.47	  
600636	  *ST爱富	  600636	  *ST爱富	  1993-03-16	  44694.19	  42613.17	  
600637	  东方明珠	  600637	  东方明珠	  1993-03-16	  264173.52	  217989.83	  
600638	  新黄浦	  600638	  新黄浦	  1993-03-26	  56116.40	  56116.40	  
600639	  浦东金桥	  600639	  浦东金桥	  1993-03-26	  112241.29	  97534.25	  
600640	  号百控股	  600640	  号百控股	  1993-04-07	  79569.59	  53536.45	  
600641	  万业企业	  600641	  万业企业	  1993-04-07	  80615.87	  80615.87	  
600642	  申能股份	  600642	  申能股份	  1993-04-16	  455203.83	  455203.83	  
600643	  爱建集团	  600643	  爱建集团	  1993-04-26	  143713.98	  143402.79	  
600644	  乐山电力	  600644	  乐山电力	  1993-04-26	  53840.07	  53840.07	  
600645	  中源协和	  600645	  中源协和	  1993-05-04	  38608.13	  35446.14	  
600647	  同达创业	  600647	  同达创业	  1993-05-04	  13914.36	  13914.36	  
600648	  外高桥	  600648	  外高桥	  1993-05-04	  113534.91	  113534.91	  
600649	  城投控股	  600649	  城投控股	  1993-05-18	  252957.56	  242079.22	  
600650	  锦江投资	  600650	  锦江投资	  1993-06-07	  55161.01	  55161.01	  
600651	  飞乐音响	  600651	  飞乐音响	  1986-09-26	  99158.40	  76862.19	  
600652	  游久游戏	  600652	  游久游戏	  1990-12-19	  83270.35	  67478.70	  
600653	  申华控股	  600653	  申华控股	  1990-12-19	  194638.03	  174638.03	  
600654	  *ST中安	  600654	  *ST中安	  1990-12-19	  128302.10	  75504.32	  
600655	  豫园股份	  600655	  豫园股份	  1992-09-02	  143732.20	  143732.20	  
600657	  信达地产	  600657	  信达地产	  1993-05-24	  152426.04	  152426.04	  
600658	  电子城	  600658	  电子城	  1993-05-24	  79898.93	  79898.93	  
600660	  福耀玻璃	  600660	  福耀玻璃	  1993-06-10	  250861.75	  250861.75	  
600661	  新南洋	  600661	  新南洋	  1993-06-14	  28654.88	  25907.65	  
600662	  强生控股	  600662	  强生控股	  1993-06-14	  105336.22	  105336.22	  
600663	  陆家嘴	  600663	  陆家嘴	  1993-06-28	  336183.12	  336183.12	  
600664	  哈药股份	  600664	  哈药股份	  1993-06-29	  255043.83	  249272.83	  
600665	  天地源	  600665	  天地源	  1993-07-09	  86412.25	  86412.25	  
600666	  奥瑞德	  600666	  奥瑞德	  1993-07-12	  122732.62	  80365.55	  
600667	  太极实业	  600667	  太极实业	  1993-07-28	  210619.02	  119127.43	  
600668	  尖峰集团	  600668	  尖峰集团	  1993-07-28	  34408.38	  34408.38	  
600671	  天目药业	  600671	  天目药业	  1993-08-23	  12177.89	  12172.05	  
600673	  东阳光科	  600673	  东阳光科	  1993-09-17	  246887.39	  245741.62	  
600674	  川投能源	  600674	  川投能源	  1993-09-24	  440214.05	  440214.05	  
600675	  中华企业	  600675	  中华企业	  1993-09-24	  186705.94	  186705.94	  
600676	  交运股份	  600676	  交运股份	  1993-09-28	  102849.29	  86237.39	  
600677	  航天通信	  600677	  航天通信	  1993-09-28	  52179.17	  41642.81	  
600678	  四川金顶	  600678	  四川金顶	  1993-10-08	  34899.00	  34899.00	  
600679	  上海凤凰	  600679	  上海凤凰	  1993-10-08	  40219.89	  35823.96	  
600680	  *ST上普	  600680	  *ST上普	  1993-10-18	  38222.53	  38222.53	  
600681	  百川能源	  600681	  百川能源	  1993-10-18	  96415.75	  32740.59	  
600682	  南京新百	  600682	  南京新百	  1993-10-18	  111197.45	  72583.89	  
600683	  京投发展	  600683	  京投发展	  1993-10-25	  74077.76	  74077.76	  
600684	  珠江实业	  600684	  珠江实业	  1993-10-28	  85346.07	  85346.07	  
600685	  中船防务	  600685	  中船防务	  1993-10-28	  141350.64	  114140.71	  
600686	  金龙汽车	  600686	  金龙汽车	  1993-11-08	  60673.85	  44259.71	  
600687	  刚泰控股	  600687	  刚泰控股	  1993-11-08	  148871.53	  107853.94	  
600688	  上海石化	  600688	  上海石化	  1993-11-08	  1081417.66	  1081417.66	  
600689	  上海三毛	  600689	  上海三毛	  1993-11-08	  20099.13	  20099.13	  
600690	  青岛海尔	  600690	  青岛海尔	  1993-11-19	  609740.27	  609740.27	  
600691	  阳煤化工	  600691	  阳煤化工	  1993-11-19	  175678.69	  175639.09	  
600692	  亚通股份	  600692	  亚通股份	  1993-11-19	  35176.41	  25501.05	  
600693	  东百集团	  600693	  东百集团	  1993-11-22	  89822.91	  68546.36	  
600694	  大商股份	  600694	  大商股份	  1993-11-22	  29371.87	  29371.87	  
600695	  绿庭投资	  600695	  绿庭投资	  1993-11-22	  71113.21	  71113.21	  
600696	  *ST匹凸	  600696	  *ST匹凸	  1993-12-06	  34056.56	  34056.56	  
600697	  欧亚集团	  600697	  欧亚集团	  1993-12-06	  15908.81	  15515.60	  
600698	  湖南天雁	  600698	  湖南天雁	  1993-12-06	  97181.74	  96690.09	  
600699	  均胜电子	  600699	  均胜电子	  1993-12-06	  94928.90	  68936.98	  
600701	  工大高新	  600701	  工大高新	  1996-05-28	  103473.52	  77587.85	  
600702	  沱牌舍得	  600702	  沱牌舍得	  1996-05-24	  33730.00	  33730.00	  
600703	  三安光电	  600703	  三安光电	  1996-05-28	  407842.49	  407842.49	  
600704	  物产中大	  600704	  物产中大	  1996-06-06	  430668.24	  133769.54	  
600705	  中航资本	  600705	  中航资本	  1996-05-16	  897632.58	  761855.11	  
600706	  曲江文旅	  600706	  曲江文旅	  1996-05-16	  17950.97	  17790.87	  
600707	  彩虹股份	  600707	  彩虹股份	  1996-05-20	  358838.97	  73603.77	  
600708	  光明地产	  600708	  光明地产	  1996-06-06	  171433.60	  98889.03	  
600710	  ST常林	  600710	  ST常林	  1996-07-01	  130674.94	  64028.40	  
600711	  盛屯矿业	  600711	  盛屯矿业	  1996-05-31	  149705.23	  149705.23	  
600712	  南宁百货	  600712	  南宁百货	  1996-06-26	  54465.54	  53795.95	  
600713	  南京医药	  600713	  南京医药	  1996-07-01	  89742.56	  69358.07	  
600714	  金瑞矿业	  600714	  金瑞矿业	  1996-06-06	  28817.63	  28510.79	  
600715	  文投控股	  600715	  文投控股	  1996-07-01	  185485.35	  44851.20	  
600716	  凤凰股份	  600716	  凤凰股份	  1996-07-02	  93606.06	  91022.08	  
600717	  天津港	  600717	  天津港	  1996-06-14	  167476.91	  167476.91	  
600718	  东软集团	  600718	  东软集团	  1996-06-18	  124319.77	  123247.36	  
600719	  大连热电	  600719	  大连热电	  1996-07-16	  40459.96	  40459.96	  
600720	  祁连山	  600720	  祁连山	  1996-07-16	  77629.03	  77616.27	  
600721	  百花村	  600721	  百花村	  1996-06-26	  40038.64	  30255.26	  
600722	  金牛化工	  600722	  金牛化工	  1996-06-26	  68031.97	  68031.97	  
600723	  首商股份	  600723	  首商股份	  1996-07-16	  65840.76	  65806.96	  
600724	  宁波富达	  600724	  宁波富达	  1996-07-16	  144524.11	  144494.27	  
600725	  ST云维	  600725	  ST云维	  1996-07-02	  123247.00	  123247.00	  
600726	  华电能源	  600726	  华电能源	  1996-07-01	  196667.52	  196667.52	  
600727	  鲁北化工	  600727	  鲁北化工	  1996-07-02	  35098.66	  35092.66	  
600728	  佳都科技	  600728	  佳都科技	  1996-07-16	  161733.99	  132877.90	  
600729	  重庆百货	  600729	  重庆百货	  1996-07-02	  40652.85	  40642.65	  
600730	  中国高科	  600730	  中国高科	  1996-07-26	  58665.60	  58665.60	  
600731	  湖南海利	  600731	  湖南海利	  1996-08-02	  32731.41	  32665.31	  
600732	  ST新梅	  600732	  ST新梅	  1996-08-16	  44638.31	  44638.31	  
600733	  S*ST前锋	  600733	  S*ST前锋	  1996-08-16	  19758.60	  7560.00	  
600734	  实达集团	  600734	  实达集团	  1996-08-08	  62351.58	  35110.84	  
600735	  新华锦	  600735	  新华锦	  1996-07-26	  37599.23	  37599.23	  
600736	  苏州高新	  600736	  苏州高新	  1996-08-15	  119429.29	  113895.09	  
600737	  中粮糖业	  600737	  中粮糖业	  1996-07-31	  205187.62	  205187.62	  
600738	  兰州民百	  600738	  兰州民百	  1996-08-02	  78309.54	  36819.86	  
600739	  辽宁成大	  600739	  辽宁成大	  1996-08-19	  152970.98	  136470.98	  
600740	  山西焦化	  600740	  山西焦化	  1996-08-08	  76570.00	  65683.28	  
600741	  华域汽车	  600741	  华域汽车	  1996-08-26	  315272.40	  286650.91	  
600742	  一汽富维	  600742	  一汽富维	  1996-08-26	  42304.68	  42304.68	  
600743	  华远地产	  600743	  华远地产	  1996-09-09	  234610.09	  234610.09	  
600744	  华银电力	  600744	  华银电力	  1996-09-05	  178112.43	  82763.44	  
600745	  闻泰科技	  600745	  闻泰科技	  1996-08-28	  48332.04	  48332.04	  
600746	  江苏索普	  600746	  江苏索普	  1996-09-18	  30642.15	  30466.09	  
600747	  *ST大控	  600747	  *ST大控	  1996-09-16	  146432.84	  106432.84	  
600748	  上实发展	  600748	  上实发展	  1996-09-25	  184456.29	  140838.21	  
600749	  西藏旅游	  600749	  西藏旅游	  1996-10-15	  18913.79	  18913.79	  
600750	  江中药业	  600750	  江中药业	  1996-09-23	  30000.00	  30000.00	  
600751	  天海投资	  600751	  天海投资	  1996-09-09	  289933.78	  229733.11	  
600753	  东方银星	  600753	  东方银星	  1996-09-27	  12800.00	  12800.00	  
600754	  锦江股份	  600754	  锦江股份	  1996-10-11	  95793.64	  60324.07	  
600755	  厦门国贸	  600755	  厦门国贸	  1996-10-03	  177648.00	  177648.00	  
600756	  浪潮软件	  600756	  浪潮软件	  1996-09-23	  32409.88	  32409.88	  
600757	  长江传媒	  600757	  长江传媒	  1996-10-03	  121365.03	  121349.71	  
600758	  红阳能源	  600758	  红阳能源	  1996-10-29	  133140.89	  56339.52	  
600759	  洲际油气	  600759	  洲际油气	  1996-10-08	  226350.75	  158082.93	  
600760	  中航黑豹	  600760	  中航黑豹	  1996-10-11	  34494.51	  34494.51	  
600761	  安徽合力	  600761	  安徽合力	  1996-10-09	  74018.08	  74018.08	  
600763	  通策医疗	  600763	  通策医疗	  1996-10-30	  32064.00	  32064.00	  
600764	  中电广通	  600764	  中电广通	  1996-11-04	  39576.75	  32972.70	  
600765	  中航重机	  600765	  中航重机	  1996-11-06	  77800.32	  77800.32	  
600766	  园城黄金	  600766	  园城黄金	  1996-10-28	  22422.68	  22393.21	  
600767	  *ST运盛	  600767	  *ST运盛	  1996-11-15	  34101.02	  34091.02	  
600768	  宁波富邦	  600768	  宁波富邦	  1996-11-11	  13374.72	  13374.72	  
600769	  祥龙电业	  600769	  祥龙电业	  1996-11-01	  37497.72	  37497.72	  
600770	  综艺股份	  600770	  综艺股份	  1996-11-20	  130000.00	  130000.00	  
600771	  广誉远	  600771	  广誉远	  1996-11-05	  35311.13	  24380.84	  
600773	  西藏城投	  600773	  西藏城投	  1996-11-08	  72921.37	  72921.37	  
600774	  汉商集团	  600774	  汉商集团	  1996-11-08	  17457.54	  17442.90	  
600775	  南京熊猫	  600775	  南京熊猫	  1996-11-18	  91383.85	  91383.85	  
600776	  东方通信	  600776	  东方通信	  1996-11-26	  125600.01	  125600.01	  
600777	  新潮能源	  600777	  新潮能源	  1996-11-21	  680049.58	  237660.85	  
600778	  友好集团	  600778	  友好集团	  1996-12-03	  31149.14	  31108.67	  
600779	  水井坊	  600779	  水井坊	  1996-12-06	  48854.57	  48854.57	  
600780	  通宝能源	  600780	  通宝能源	  1996-12-05	  114650.25	  114650.25	  
600781	  辅仁药业	  600781	  辅仁药业	  1996-12-18	  17759.29	  17759.29	  
600782	  新钢股份	  600782	  新钢股份	  1996-12-25	  278689.62	  278689.62	  
600783	  鲁信创投	  600783	  鲁信创投	  1996-12-25	  74435.93	  74435.93	  
600784	  鲁银投资	  600784	  鲁银投资	  1996-12-25	  56817.78	  56817.78	  
600785	  新华百货	  600785	  新华百货	  1997-01-08	  22563.13	  22563.13	  
600787	  中储股份	  600787	  中储股份	  1997-01-21	  219980.10	  185982.84	  
600789	  鲁抗医药	  600789	  鲁抗医药	  1997-02-26	  58157.55	  58157.55	  
600790	  轻纺城	  600790	  轻纺城	  1997-02-28	  104699.35	  104699.35	  
600791	  京能置业	  600791	  京能置业	  1997-01-30	  45288.00	  45231.37	  
600792	  云煤能源	  600792	  云煤能源	  1997-01-23	  98992.36	  98992.36	  
600793	  宜宾纸业	  600793	  宜宾纸业	  1997-02-20	  10530.00	  10530.00	  
600794	  保税科技	  600794	  保税科技	  1997-03-06	  121215.22	  119157.42	  
600795	  国电电力	  600795	  国电电力	  1997-03-18	  1965039.78	  1965039.78	  
600796	  钱江生化	  600796	  钱江生化	  1997-04-08	  30140.21	  30140.21	  
600797	  浙大网新	  600797	  浙大网新	  1997-04-18	  105598.80	  83074.70	  
600798	  宁波海运	  600798	  宁波海运	  1997-04-23	  103085.09	  103085.09	  
600800	  天津磁卡	  600800	  天津磁卡	  1993-12-06	  61127.10	  61095.60	  
600801	  华新水泥	  600801	  华新水泥	  1994-01-03	  149757.13	  149757.13	  
600802	  福建水泥	  600802	  福建水泥	  1994-01-03	  38187.37	  38187.37	  
600803	  新奥股份	  600803	  新奥股份	  1994-01-03	  98578.50	  98578.50	  
600804	  鹏博士	  600804	  鹏博士	  1994-01-03	  143245.65	  143235.79	  
600805	  悦达投资	  600805	  悦达投资	  1994-01-03	  85089.45	  85027.54	  
600807	  天业股份	  600807	  天业股份	  1994-01-03	  88463.47	  78701.85	  
600808	  马钢股份	  600808	  马钢股份	  1994-01-06	  770068.12	  770068.12	  
600809	  山西汾酒	  600809	  山西汾酒	  1994-01-06	  86584.83	  86584.83	  
600810	  神马股份	  600810	  神马股份	  1994-01-06	  44228.00	  44228.00	  
600811	  东方集团	  600811	  东方集团	  1994-01-06	  371457.61	  327347.33	  
600812	  华北制药	  600812	  华北制药	  1994-01-14	  163080.47	  163080.47	  
600814	  杭州解百	  600814	  杭州解百	  1994-01-14	  71502.68	  71502.68	  
600815	  *ST厦工	  600815	  *ST厦工	  1994-01-28	  95897.00	  95897.00	  
600816	  安信信托	  600816	  安信信托	  1994-01-28	  455761.49	  249760.38	  
600817	  *ST宏盛	  600817	  *ST宏盛	  1994-01-28	  16091.01	  15567.91	  
600818	  中路股份	  600818	  中路股份	  1994-01-28	  32144.79	  32144.79	  
600819	  耀皮玻璃	  600819	  耀皮玻璃	  1994-01-28	  93491.61	  93491.61	  
600820	  隧道股份	  600820	  隧道股份	  1994-01-28	  314409.61	  314409.61	  
600821	  津劝业	  600821	  津劝业	  1994-01-28	  41626.82	  41626.82	  
600822	  上海物贸	  600822	  上海物贸	  1994-02-04	  49597.29	  49597.29	  
600823	  世茂股份	  600823	  世茂股份	  1994-02-04	  375116.83	  375116.83	  
600824	  益民集团	  600824	  益民集团	  1994-02-04	  105402.71	  105402.71	  
600825	  新华传媒	  600825	  新华传媒	  1994-02-04	  104488.79	  104488.79	  
600826	  兰生股份	  600826	  兰生股份	  1994-02-04	  42064.23	  42064.23	  
600827	  百联股份	  600827	  百联股份	  1994-02-04	  178416.81	  172249.58	  
600828	  茂业商业	  600828	  茂业商业	  1994-02-24	  173198.25	  64057.17	  
600829	  人民同泰	  600829	  人民同泰	  1994-02-24	  57988.86	  57988.86	  
600830	  香溢融通	  600830	  香溢融通	  1994-02-24	  45432.27	  45432.27	  
600831	  广电网络	  600831	  广电网络	  1994-02-24	  60496.77	  56343.85	  
600833	  第一医药	  600833	  第一医药	  1994-02-24	  22308.63	  22308.63	  
600834	  申通地铁	  600834	  申通地铁	  1994-02-24	  47738.19	  47738.19	  
600835	  上海机电	  600835	  上海机电	  1994-02-24	  102273.93	  102273.93	  
600836	  界龙实业	  600836	  界龙实业	  1994-02-24	  66275.31	  65302.41	  
600837	  海通证券	  600837	  海通证券	  1994-02-24	  1150170.00	  1150170.00	  
600838	  上海九百	  600838	  上海九百	  1994-02-24	  40088.20	  40088.20	  
600839	  四川长虹	  600839	  四川长虹	  1994-03-11	  461624.42	  461063.43	  
600841	  上柴股份	  600841	  上柴股份	  1994-03-11	  86668.98	  86668.98	  
600843	  上工申贝	  600843	  上工申贝	  1994-03-11	  54858.96	  54858.96	  
600844	  *ST丹科	  600844	  *ST丹科	  1994-03-11	  101652.42	  101652.42	  
600845	  宝信软件	  600845	  宝信软件	  1994-03-11	  78324.92	  75273.19	  
600846	  同济科技	  600846	  同济科技	  1994-03-11	  62476.15	  62476.15	  
600847	  *ST万里	  600847	  *ST万里	  1994-03-24	  15328.74	  15328.74	  
600848	  上海临港	  600848	  上海临港	  1994-03-24	  111991.93	  50669.90	  
600850	  华东电脑	  600850	  华东电脑	  1994-03-24	  42096.05	  42096.05	  
600851	  海欣股份	  600851	  海欣股份	  1994-04-04	  120705.67	  120705.67	  
600853	  龙建股份	  600853	  龙建股份	  1994-04-04	  53680.77	  53680.77	  
600854	  春兰股份	  600854	  春兰股份	  1994-04-25	  51945.85	  51945.85	  
600855	  航天长峰	  600855	  航天长峰	  1994-04-25	  33161.74	  33011.44	  
600856	  中天能源	  600856	  中天能源	  1994-04-25	  136665.44	  77103.04	  
600857	  宁波中百	  600857	  宁波中百	  1994-04-25	  22431.99	  22431.99	  
600858	  银座股份	  600858	  银座股份	  1994-05-06	  52006.66	  51754.80	  
600859	  王府井	  600859	  王府井	  1994-05-06	  77625.04	  60159.85	  
600860	  *ST京城	  600860	  *ST京城	  1994-05-06	  42200.00	  42200.00	  
600861	  北京城乡	  600861	  北京城乡	  1994-05-20	  31680.49	  31680.49	  
600862	  中航高科	  600862	  中航高科	  1994-05-20	  139304.91	  79031.99	  
600863	  内蒙华电	  600863	  内蒙华电	  1994-05-20	  580774.50	  580774.50	  
600864	  哈投股份	  600864	  哈投股份	  1994-08-09	  210851.38	  157831.74	  
600865	  百大集团	  600865	  百大集团	  1994-08-09	  37624.03	  37624.03	  
600866	  星湖科技	  600866	  星湖科技	  1994-08-18	  64539.35	  55039.35	  
600867	  通化东宝	  600867	  通化东宝	  1994-08-24	  171129.65	  164442.41	  
600868	  梅雁吉祥	  600868	  梅雁吉祥	  1994-09-12	  189814.87	  189814.87	  
600869	  智慧能源	  600869	  智慧能源	  1995-02-06	  221935.27	  217819.18	  
600870	  厦华电子	  600870	  厦华电子	  1995-02-28	  52319.97	  52319.97	  
600871	  石化油服	  600871	  石化油服	  1995-04-11	  1414266.10	  491833.33	  
600872	  中炬高新	  600872	  中炬高新	  1995-01-24	  79663.72	  79663.72	  
600873	  梅花生物	  600873	  梅花生物	  1995-02-17	  310822.66	  310822.66	  
600874	  创业环保	  600874	  创业环保	  1995-06-30	  142722.84	  142722.84	  
600875	  东方电气	  600875	  东方电气	  1995-10-10	  233690.04	  233690.04	  
600876	  洛阳玻璃	  600876	  洛阳玻璃	  1995-10-31	  52676.69	  51176.69	  
600877	  *ST嘉陵	  600877	  *ST嘉陵	  1995-10-13	  68728.20	  68728.20	  
600879	  航天电子	  600879	  航天电子	  1995-11-15	  271927.13	  213914.56	  
600880	  博瑞传播	  600880	  博瑞传播	  1995-11-15	  109333.21	  73336.51	  
600881	  亚泰集团	  600881	  亚泰集团	  1995-11-15	  324891.36	  189473.21	  
600882	  广泽股份	  600882	  广泽股份	  1995-12-06	  40853.80	  39923.80	  
600883	  博闻科技	  600883	  博闻科技	  1995-12-08	  23608.80	  23608.80	  
600884	  杉杉股份	  600884	  杉杉股份	  1996-01-30	  112276.50	  82171.65	  
600885	  宏发股份	  600885	  宏发股份	  1996-02-05	  53197.25	  53197.25	  
600886	  国投电力	  600886	  国投电力	  1996-01-18	  678602.33	  678602.33	  
600887	  伊利股份	  600887	  伊利股份	  1996-03-12	  607900.01	  603336.92	  
600888	  新疆众和	  600888	  新疆众和	  1996-02-15	  83359.36	  83359.36	  
600889	  南京化纤	  600889	  南京化纤	  1996-03-08	  30706.93	  30706.93	  
600890	  中房股份	  600890	  中房股份	  1996-03-18	  57919.49	  57919.49	  
600891	  秋林集团	  600891	  秋林集团	  1996-03-25	  61758.58	  38405.51	  
600892	  大晟文化	  600892	  大晟文化	  1996-03-15	  55946.42	  25159.75	  
600893	  航发动力	  600893	  航发动力	  1996-04-08	  224984.45	  194772.66	  
600894	  广日股份	  600894	  广日股份	  1996-03-28	  85994.69	  85994.69	  
600895	  张江高科	  600895	  张江高科	  1996-04-22	  154868.96	  154868.96	  
600896	  览海投资	  600896	  览海投资	  1996-05-03	  86909.91	  57712.83	  
600897	  厦门空港	  600897	  厦门空港	  1996-05-31	  29781.00	  29781.00	  
600898	  国美通讯	  600898	  国美通讯	  1996-04-18	  25252.38	  25252.38	  
600900	  长江电力	  600900	  长江电力	  2003-11-18	  2200000.00	  1150594.15	  
600908	  无锡银行	  600908	  无锡银行	  2016-09-23	  184811.48	  79181.32	  
600909	  华安证券	  600909	  华安证券	  2016-12-06	  362100.00	  80000.00	  
600917	  重庆燃气	  600917	  重庆燃气	  2014-09-30	  155600.00	  155600.00	  
600919	  江苏银行	  600919	  江苏银行	  2016-08-02	  1154445.00	  579484.61	  
600926	  杭州银行	  600926	  杭州银行	  2016-10-27	  366442.89	  146565.74	  
600936	  广西广电	  600936	  广西广电	  2016-08-15	  167102.62	  119598.33	  
600939	  重庆建工	  600939	  重庆建工	  2017-02-21	  181450.00	  18150.00	  
600958	  东方证券	  600958	  东方证券	  2015-03-23	  621545.20	  415323.48	  
600959	  江苏有线	  600959	  江苏有线	  2015-04-28	  388452.98	  139617.84	  
600960	  渤海活塞	  600960	  渤海活塞	  2004-04-07	  95051.55	  52471.94	  
600961	  株冶集团	  600961	  株冶集团	  2004-08-30	  52745.79	  52745.79	  
600962	  国投中鲁	  600962	  国投中鲁	  2004-06-22	  26221.00	  25402.00	  
600963	  岳阳林纸	  600963	  岳阳林纸	  2004-05-25	  139773.31	  104315.91	  
600965	  福成股份	  600965	  福成股份	  2004-07-13	  81870.10	  52800.33	  
600966	  博汇纸业	  600966	  博汇纸业	  2004-06-08	  133684.43	  133684.43	  
600967	  内蒙一机	  600967	  内蒙一机	  2004-05-18	  168963.18	  82282.80	  
600969	  郴电国际	  600969	  郴电国际	  2004-04-08	  26432.18	  26432.18	  
600970	  中材国际	  600970	  中材国际	  2005-04-12	  175425.79	  168321.07	  
600971	  恒源煤电	  600971	  恒源煤电	  2004-08-17	  100000.41	  100000.41	  
600973	  宝胜股份	  600973	  宝胜股份	  2004-08-02	  122211.25	  89504.13	  
600975	  新五丰	  600975	  新五丰	  2004-06-09	  65267.56	  46872.03	  
600976	  健民集团	  600976	  健民集团	  2004-04-19	  15339.86	  15329.86	  
600977	  中国电影	  600977	  中国电影	  2016-08-09	  186700.00	  56500.00	  
600978	  宜华生活	  600978	  宜华生活	  2004-08-24	  148287.00	  148287.00	  
600979	  广安爱众	  600979	  广安爱众	  2004-09-06	  94789.21	  71789.21	  
600980	  北矿科技	  600980	  北矿科技	  2004-05-12	  15220.99	  14332.59	  
600981	  汇鸿集团	  600981	  汇鸿集团	  2004-06-30	  224243.32	  24185.46	  
600982	  宁波热电	  600982	  宁波热电	  2004-07-06	  74693.00	  74693.00	  
600983	  惠而浦	  600983	  惠而浦	  2004-07-27	  76643.90	  53280.00	  
600984	  建设机械	  600984	  建设机械	  2004-07-07	  63676.42	  53882.89	  
600985	  雷鸣科化	  600985	  雷鸣科化	  2004-04-28	  30015.63	  26285.47	  
600986	  科达股份	  600986	  科达股份	  2004-04-26	  95543.59	  49350.19	  
600987	  航民股份	  600987	  航民股份	  2004-08-09	  63531.00	  63531.00	  
600988	  赤峰黄金	  600988	  赤峰黄金	  2004-04-14	  142638.15	  122068.41	  
600990	  四创电子	  600990	  四创电子	  2004-05-10	  15917.91	  13670.20	  
